date,product_id,product_name,price,demand,day_of_week,discount,rating,sentiment_score,competitor_price
2023-10-13,P5,Smartwatch,116.42,353,Friday,15,4.3,0.54,132.68
2024-09-03,P5,Smartwatch,118.49,349,Tuesday,20,4.52,0.64,92.09
2023-08-22,P5,Smartwatch,137.82,249,Tuesday,10,3.67,0.15,108.54
2024-03-20,P5,Smartwatch,131.31,290,Wednesday,15,4.11,0.31,119.7
2023-05-17,P5,Smartwatch,134.23,300,Wednesday,10,4.44,0.66,147.07
2024-12-10,P5,Smartwatch,138.96,337,Tuesday,15,3.87,0.32,154.62
2023-09-01,P5,Smartwatch,120.18,345,Friday,20,4.07,0.46,141.34
2023-02-15,P5,Smartwatch,154.05,255,Wednesday,5,4.77,0.88,168.68
2023-02-16,P5,Smartwatch,146.89,291,Thursday,10,4.27,0.52,171.21
2024-07-02,P5,Smartwatch,126.63,308,Tuesday,20,3.65,0.2,151.07
2024-02-08,P5,Smartwatch,143.47,279,Thursday,15,4.07,0.42,141.22
2024-08-09,P5,Smartwatch,134.62,275,Friday,15,3.53,0.06,117.05
2023-05-14,P5,Smartwatch,127.74,334,Sunday,15,4.47,0.61,102.6
2023-03-28,P5,Smartwatch,121.69,289,Tuesday,15,4.19,0.47,121.32
2023-01-13,P5,Smartwatch,117.28,301,Friday,15,4.86,0.88,139.17
2024-06-24,P5,Smartwatch,111.77,351,Monday,20,4.22,0.55,92.77
2023-08-06,P5,Smartwatch,130.05,336,Sunday,15,4.73,0.86,133.17
2024-07-08,P5,Smartwatch,112.28,318,Monday,20,4.1,0.49,94.84
2024-10-31,P5,Smartwatch,127.22,296,Thursday,10,4.3,0.45,128.69
2024-06-15,P5,Smartwatch,150.08,270,Saturday,10,4.02,0.35,128.04
2024-09-20,P5,Smartwatch,143.01,299,Friday,15,4.66,0.7,115.6
2024-06-24,P5,Smartwatch,140.51,221,Monday,0,4.8,0.81,113.73
2023-02-27,P5,Smartwatch,149.67,276,Monday,5,4.64,0.83,129.54
2024-06-01,P5,Smartwatch,139.59,310,Saturday,15,4.37,0.53,147.99
2024-06-22,P5,Smartwatch,135.2,303,Saturday,20,4.39,0.68,133.15
2023-06-28,P5,Smartwatch,137.06,265,Wednesday,15,3.79,0.11,132.59
2024-03-27,P5,Smartwatch,131.07,295,Wednesday,15,4.37,0.63,118.54
2024-09-07,P5,Smartwatch,132.01,279,Saturday,15,3.82,0.19,137.05
2024-04-15,P5,Smartwatch,138.9,230,Monday,0,4.47,0.74,147.65
2024-02-23,P5,Smartwatch,152.47,231,Friday,5,4.34,0.49,175.57
2024-09-18,P5,Smartwatch,142.16,273,Wednesday,5,4.94,0.97,139.32
2023-07-09,P5,Smartwatch,118.74,343,Sunday,20,4.53,0.68,109.8
2023-09-02,P5,Smartwatch,150.56,236,Saturday,0,4.19,0.55,129.61
2023-09-23,P5,Smartwatch,115.51,375,Saturday,20,4.36,0.55,101.24
2023-11-02,P5,Smartwatch,149.38,296,Thursday,10,4.81,0.78,143.11
2023-01-21,P5,Smartwatch,128.89,339,Saturday,20,3.82,0.27,116.28
2023-01-24,P5,Smartwatch,137.91,250,Tuesday,5,4.57,0.78,126.94
2023-03-09,P5,Smartwatch,152.45,247,Thursday,0,4.87,0.9,134.11
2024-10-23,P5,Smartwatch,149.55,282,Wednesday,10,4.25,0.46,178.19
2023-06-20,P5,Smartwatch,140.12,219,Tuesday,0,3.88,0.25,140.35
2023-08-03,P5,Smartwatch,124.73,298,Thursday,15,4.21,0.54,121.64
2023-02-28,P5,Smartwatch,167.99,268,Tuesday,0,4.84,0.95,192.06
2023-08-12,P5,Smartwatch,127.54,376,Saturday,20,4.85,0.98,103.91
2023-06-05,P5,Smartwatch,111.56,346,Monday,20,4.28,0.5,90.1
2024-10-24,P5,Smartwatch,129.49,364,Thursday,20,4.27,0.47,136.97
2024-06-20,P5,Smartwatch,119.59,344,Thursday,15,4.88,0.96,96.78
2024-12-01,P5,Smartwatch,119.26,351,Sunday,20,4.13,0.42,113.23
2024-07-07,P5,Smartwatch,125.67,339,Sunday,15,4.34,0.57,139.71
2024-01-24,P5,Smartwatch,120.77,312,Wednesday,20,4.13,0.41,125.74
2024-03-20,P5,Smartwatch,127.94,272,Wednesday,10,4.51,0.58,156.07
2023-06-15,P5,Smartwatch,166.37,202,Thursday,0,3.76,0.08,139.58
2024-09-03,P5,Smartwatch,134.76,323,Tuesday,15,4.8,0.92,115.89
2024-10-07,P5,Smartwatch,141.39,274,Monday,5,3.53,0.05,153.55
2024-01-19,P5,Smartwatch,123.48,368,Friday,20,4.56,0.67,125.28
2023-03-04,P5,Smartwatch,134.6,287,Saturday,10,4.22,0.55,120.65
2024-06-02,P5,Smartwatch,124.69,374,Sunday,20,4.2,0.47,147.56
2024-05-26,P5,Smartwatch,135.87,333,Sunday,10,4.03,0.43,129.09
2023-02-20,P5,Smartwatch,150.56,230,Monday,0,4.2,0.42,148.28
2024-07-28,P5,Smartwatch,140.98,346,Sunday,15,4.8,0.83,131.6
2024-01-01,P5,Smartwatch,142.74,210,Monday,5,3.98,0.4,133.35
2024-05-30,P5,Smartwatch,145.21,257,Thursday,5,4.97,1.07,134.31
2024-02-23,P5,Smartwatch,129.95,285,Friday,15,4.49,0.63,112.74
2023-07-09,P5,Smartwatch,143.29,301,Sunday,10,4.56,0.7,143.82
2023-11-27,P5,Smartwatch,133.64,286,Monday,5,4.3,0.5,114.14
2024-09-07,P5,Smartwatch,117.67,378,Saturday,20,4.39,0.56,93.56
2023-04-11,P5,Smartwatch,137.7,280,Tuesday,10,4.77,0.92,157.41
2023-09-26,P5,Smartwatch,132.79,351,Tuesday,20,4.25,0.52,159.91
2023-03-27,P5,Smartwatch,167.3,214,Monday,0,3.96,0.4,167.26
2024-06-08,P5,Smartwatch,151.71,251,Saturday,5,4.52,0.67,175.4
2024-06-20,P5,Smartwatch,137.29,285,Thursday,15,4.58,0.78,153.68
2023-02-07,P5,Smartwatch,145.39,321,Tuesday,15,4.37,0.67,161.63
2023-10-06,P5,Smartwatch,146.3,318,Friday,5,3.87,0.33,150.97
2024-07-11,P5,Smartwatch,139.05,280,Thursday,10,3.59,0.13,135.19
2023-01-09,P5,Smartwatch,133.11,257,Monday,15,3.77,0.14,134.65
2023-04-21,P5,Smartwatch,162.29,178,Friday,0,3.81,0.12,158.21
2024-10-28,P5,Smartwatch,122.87,374,Monday,15,4.28,0.49,131.05
2024-12-17,P5,Smartwatch,133.11,323,Tuesday,15,4.4,0.6,157.49
2023-02-03,P5,Smartwatch,154.44,251,Friday,5,4.11,0.49,150.98
2024-02-10,P5,Smartwatch,149.38,252,Saturday,5,4.07,0.37,134.94
2023-03-25,P5,Smartwatch,123.15,363,Saturday,15,4.64,0.75,132.06
2024-04-30,P5,Smartwatch,154.05,233,Tuesday,0,4.26,0.56,181.84
2024-07-27,P5,Smartwatch,139.54,268,Saturday,0,3.61,0.11,164.35
2023-09-12,P5,Smartwatch,163.93,206,Tuesday,0,4.59,0.69,167.13
2023-02-04,P5,Smartwatch,143.52,280,Saturday,0,4.25,0.55,132.46
2023-03-15,P5,Smartwatch,119.27,259,Wednesday,15,4.5,0.6,119.01
2023-06-27,P5,Smartwatch,167.0,212,Tuesday,0,4.44,0.65,152.66
2023-02-04,P5,Smartwatch,149.58,240,Saturday,0,4.22,0.45,129.93
2024-11-03,P5,Smartwatch,162.39,225,Sunday,0,4.08,0.34,181.48
2023-04-23,P5,Smartwatch,137.34,329,Sunday,15,4.63,0.79,135.67
2024-06-11,P5,Smartwatch,152.72,250,Tuesday,0,4.96,0.88,144.38
2023-10-31,P5,Smartwatch,109.42,389,Tuesday,20,4.21,0.52,132.79
2024-08-21,P5,Smartwatch,120.91,334,Wednesday,15,4.81,0.79,119.27
2023-04-28,P5,Smartwatch,153.1,231,Friday,10,3.9,0.19,141.41
2024-12-02,P5,Smartwatch,150.83,275,Monday,10,3.66,0.12,176.74
2023-09-19,P5,Smartwatch,142.25,273,Tuesday,15,4.59,0.67,142.91
2024-12-13,P5,Smartwatch,142.82,299,Friday,5,4.91,0.92,127.09
2023-02-26,P5,Smartwatch,146.97,229,Sunday,5,4.39,0.59,129.15
2023-09-25,P5,Smartwatch,141.15,229,Monday,0,3.89,0.33,137.46
2024-03-17,P5,Smartwatch,142.77,236,Sunday,0,4.33,0.64,125.29
2023-04-24,P5,Smartwatch,140.09,231,Monday,0,4.72,0.88,139.8
2023-03-13,P5,Smartwatch,147.85,241,Monday,5,3.69,0.21,132.2
2023-06-21,P5,Smartwatch,146.68,300,Wednesday,10,4.59,0.63,128.56
2023-11-08,P5,Smartwatch,131.63,238,Wednesday,5,3.9,0.2,115.78
2024-03-31,P5,Smartwatch,132.57,312,Sunday,15,4.11,0.33,115.82
2024-05-23,P5,Smartwatch,125.51,320,Thursday,15,4.06,0.47,140.63
2024-03-09,P5,Smartwatch,152.4,233,Saturday,0,3.82,0.24,180.19
2024-01-12,P5,Smartwatch,152.15,247,Friday,5,3.64,0.1,181.64
2024-12-22,P5,Smartwatch,118.74,398,Sunday,20,4.04,0.4,91.32
2023-07-03,P5,Smartwatch,139.92,194,Monday,5,3.51,-0.07,122.57
2024-01-15,P5,Smartwatch,135.7,350,Monday,15,4.8,0.93,153.66
2024-01-17,P5,Smartwatch,117.15,319,Wednesday,20,4.3,0.5,117.29
2024-06-19,P5,Smartwatch,161.0,197,Wednesday,0,3.71,0.1,141.97
2024-03-04,P5,Smartwatch,152.17,267,Monday,10,4.67,0.75,161.36
2024-04-14,P5,Smartwatch,148.43,277,Sunday,5,4.79,0.96,138.92
2023-01-05,P5,Smartwatch,109.01,356,Thursday,20,3.93,0.36,91.96
2023-10-15,P5,Smartwatch,166.73,242,Sunday,0,3.92,0.32,182.03
2023-06-24,P5,Smartwatch,156.58,287,Saturday,5,4.87,0.97,171.21
2023-04-08,P5,Smartwatch,157.29,279,Saturday,5,4.81,0.91,129.12
2023-07-30,P5,Smartwatch,124.02,332,Sunday,10,4.87,0.95,109.62
2023-07-17,P5,Smartwatch,137.06,298,Monday,5,4.99,0.96,116.15
2023-02-12,P5,Smartwatch,131.19,318,Sunday,5,4.83,0.9,118.32
2024-06-11,P5,Smartwatch,144.89,308,Tuesday,15,4.59,0.76,119.61
2024-08-03,P5,Smartwatch,133.08,260,Saturday,5,3.65,0.16,121.45
2023-08-10,P5,Smartwatch,141.78,245,Thursday,0,4.4,0.56,145.33
2024-10-23,P5,Smartwatch,151.49,296,Wednesday,5,4.68,0.69,162.76
2023-12-04,P5,Smartwatch,148.29,266,Monday,5,4.14,0.39,123.57
2024-09-24,P5,Smartwatch,126.56,295,Tuesday,10,4.11,0.42,137.53
2024-05-14,P5,Smartwatch,117.68,306,Tuesday,15,4.79,0.77,137.14
2024-12-29,P5,Smartwatch,148.75,304,Sunday,5,4.01,0.44,119.5
2024-10-04,P5,Smartwatch,156.51,275,Friday,5,4.4,0.67,179.17
2024-01-16,P5,Smartwatch,139.4,285,Tuesday,10,4.99,0.92,143.15
2023-08-06,P5,Smartwatch,140.29,314,Sunday,15,3.8,0.13,120.0
2024-09-13,P5,Smartwatch,143.25,246,Friday,15,4.08,0.36,162.91
2024-06-27,P5,Smartwatch,155.25,233,Thursday,5,4.97,0.88,141.33
2023-05-07,P5,Smartwatch,123.94,284,Sunday,10,4.07,0.34,145.53
2023-08-04,P5,Smartwatch,160.08,226,Friday,5,4.9,1.01,186.27
2023-10-12,P5,Smartwatch,124.74,307,Thursday,10,3.99,0.32,100.7
2023-07-21,P5,Smartwatch,148.22,247,Friday,0,4.65,0.83,171.38
2024-07-10,P5,Smartwatch,148.3,281,Wednesday,5,4.68,0.71,178.25
2023-10-09,P5,Smartwatch,155.62,279,Monday,0,4.79,0.83,166.56
2024-01-09,P5,Smartwatch,151.61,232,Tuesday,5,3.64,0.13,179.73
2024-08-24,P5,Smartwatch,140.0,213,Saturday,0,3.63,0.01,148.04
2023-08-15,P5,Smartwatch,120.65,308,Tuesday,15,3.67,0.18,102.54
2023-09-15,P5,Smartwatch,120.44,285,Friday,20,3.75,0.12,123.22
2024-01-03,P5,Smartwatch,143.23,235,Wednesday,5,3.93,0.35,148.65
2024-08-09,P5,Smartwatch,158.43,188,Friday,5,3.56,-0.06,167.96
2023-10-10,P5,Smartwatch,108.41,373,Tuesday,20,4.02,0.44,88.79
2024-10-19,P5,Smartwatch,161.72,251,Saturday,0,4.15,0.51,152.35
2023-10-24,P5,Smartwatch,139.08,362,Tuesday,10,4.95,1.02,131.06
2023-04-29,P5,Smartwatch,146.96,302,Saturday,5,4.95,1.03,146.52
2024-12-24,P5,Smartwatch,142.17,283,Tuesday,0,4.84,0.86,150.01
2024-11-11,P5,Smartwatch,134.1,292,Monday,5,4.51,0.69,128.58
2024-11-12,P5,Smartwatch,131.16,357,Tuesday,15,3.7,0.17,116.51
2024-08-01,P5,Smartwatch,131.71,267,Thursday,5,4.22,0.46,114.76
2023-04-20,P5,Smartwatch,113.67,377,Thursday,20,4.05,0.37,87.91
2023-07-17,P5,Smartwatch,130.63,286,Monday,10,3.63,0.03,146.5
2023-06-01,P5,Smartwatch,147.01,246,Thursday,0,3.99,0.33,146.61
2024-06-20,P5,Smartwatch,127.03,303,Thursday,20,4.35,0.57,130.98
2024-12-30,P5,Smartwatch,145.64,258,Monday,0,4.62,0.67,129.27
2024-10-25,P5,Smartwatch,151.35,285,Friday,10,3.97,0.26,141.99
2023-02-03,P5,Smartwatch,137.71,303,Friday,15,4.27,0.54,112.59
2023-08-28,P5,Smartwatch,136.41,259,Monday,5,4.31,0.52,112.88
2023-02-14,P5,Smartwatch,139.54,248,Tuesday,0,4.4,0.53,143.53
2023-07-16,P5,Smartwatch,165.27,215,Sunday,0,3.81,0.14,183.69
2024-06-20,P5,Smartwatch,141.84,245,Thursday,10,3.85,0.23,162.88
2023-12-21,P5,Smartwatch,130.01,350,Thursday,10,4.21,0.48,159.21
2023-05-04,P5,Smartwatch,138.68,277,Thursday,10,3.8,0.16,124.0
2023-09-23,P5,Smartwatch,116.87,310,Saturday,15,3.69,0.03,140.02
2023-05-21,P5,Smartwatch,155.65,272,Sunday,5,4.01,0.37,173.81
2023-07-19,P5,Smartwatch,155.33,232,Wednesday,5,4.09,0.33,135.57
2024-03-23,P5,Smartwatch,147.37,270,Saturday,5,4.46,0.69,159.26
2023-10-14,P5,Smartwatch,157.57,212,Saturday,0,3.71,0.08,173.16
2024-05-30,P5,Smartwatch,143.91,297,Thursday,15,4.4,0.65,134.51
2023-06-06,P5,Smartwatch,128.47,337,Tuesday,15,4.48,0.74,117.9
2023-05-18,P5,Smartwatch,132.4,274,Thursday,15,3.65,0.1,156.26
2024-02-11,P5,Smartwatch,138.17,324,Sunday,15,4.42,0.62,140.56
2023-02-08,P5,Smartwatch,144.89,260,Wednesday,10,4.98,1.06,163.24
2023-02-21,P5,Smartwatch,142.69,301,Tuesday,15,4.4,0.57,158.93
2023-07-17,P5,Smartwatch,152.92,257,Monday,0,4.92,0.88,140.39
2023-06-13,P5,Smartwatch,131.62,334,Tuesday,15,4.7,0.85,156.84
2024-12-08,P5,Smartwatch,133.24,306,Sunday,15,3.84,0.15,150.17
2023-02-17,P5,Smartwatch,155.88,202,Friday,0,3.6,0.16,170.35
2023-09-08,P5,Smartwatch,125.34,286,Friday,15,3.57,-0.04,136.11
2023-06-07,P5,Smartwatch,124.55,303,Wednesday,20,4.02,0.25,130.77
2024-12-08,P5,Smartwatch,129.4,364,Sunday,15,4.94,0.93,140.22
2024-04-22,P5,Smartwatch,167.46,188,Monday,0,4.72,0.81,169.65
2024-08-19,P5,Smartwatch,147.11,241,Monday,0,3.99,0.31,177.05
2023-06-13,P5,Smartwatch,124.83,299,Tuesday,20,3.61,0.04,132.99
2024-01-06,P5,Smartwatch,141.46,309,Saturday,10,3.83,0.17,141.72
2024-02-24,P5,Smartwatch,128.92,349,Saturday,20,3.71,0.12,129.76
2023-11-16,P5,Smartwatch,160.93,292,Thursday,5,4.69,0.89,138.55
2023-11-17,P5,Smartwatch,123.35,342,Friday,10,4.68,0.71,106.91
2024-05-11,P5,Smartwatch,124.77,358,Saturday,20,4.31,0.64,129.56
2024-02-22,P5,Smartwatch,116.69,343,Thursday,20,4.51,0.71,118.2
2023-03-07,P5,Smartwatch,158.86,233,Tuesday,5,4.12,0.42,136.27
2024-03-14,P5,Smartwatch,140.23,257,Thursday,10,4.31,0.57,131.55
2023-04-13,P6,Tablet,521.91,5,Thursday,0,4.45,0.61,503.41
2024-11-29,P6,Tablet,535.38,5,Friday,0,3.9,0.25,535.43
2023-04-19,P6,Tablet,521.48,5,Wednesday,0,4.8,0.82,526.08
2024-02-13,P6,Tablet,511.39,5,Tuesday,5,4.52,0.78,539.44
2024-07-12,P6,Tablet,471.42,5,Friday,10,4.55,0.68,448.49
2024-03-26,P6,Tablet,429.08,5,Tuesday,20,4.68,0.75,417.05
2023-03-12,P6,Tablet,519.32,5,Sunday,0,4.43,0.56,536.83
2024-06-11,P6,Tablet,438.57,5,Tuesday,20,4.13,0.44,411.19
2024-06-07,P6,Tablet,439.17,5,Friday,15,3.59,0.08,421.8
2023-06-24,P6,Tablet,463.18,5,Saturday,15,4.32,0.6,444.86
2023-05-31,P6,Tablet,458.58,5,Wednesday,15,4.73,0.87,446.55
2023-03-03,P6,Tablet,512.81,5,Friday,5,4.66,0.84,539.5
2024-01-14,P6,Tablet,501.09,5,Sunday,5,4.57,0.75,511.75
2023-08-09,P6,Tablet,413.15,5,Wednesday,20,3.81,0.3,387.86
2024-05-20,P6,Tablet,546.35,5,Monday,0,4.36,0.58,532.68
2023-01-10,P6,Tablet,542.28,5,Tuesday,0,4.92,0.95,529.63
2024-07-11,P6,Tablet,513.82,5,Thursday,5,3.98,0.36,517.73
2023-09-03,P6,Tablet,534.28,5,Sunday,0,4.17,0.43,522.96
2024-08-29,P6,Tablet,417.5,5,Thursday,20,4.44,0.6,407.66
2023-05-09,P6,Tablet,513.75,5,Tuesday,5,3.77,0.16,496.8
2023-01-08,P6,Tablet,439.04,5,Sunday,20,3.56,0.02,418.11
2024-10-07,P6,Tablet,466.67,5,Monday,10,4.92,0.87,487.72
2023-01-26,P6,Tablet,494.64,5,Thursday,5,4.94,0.91,517.29
2023-02-01,P6,Tablet,438.66,5,Wednesday,15,4.43,0.53,415.2
2023-02-11,P6,Tablet,519.15,5,Saturday,5,3.71,0.1,517.6
2024-09-03,P6,Tablet,496.51,5,Tuesday,5,3.65,0.01,517.13
2024-11-18,P6,Tablet,539.44,5,Monday,0,4.39,0.52,569.02
2024-07-23,P6,Tablet,519.69,5,Tuesday,0,4.26,0.58,539.28
2024-11-21,P6,Tablet,464.84,5,Thursday,15,4.76,0.78,480.98
2023-01-24,P6,Tablet,469.88,5,Tuesday,10,4.82,0.92,450.81
2023-02-27,P6,Tablet,416.36,5,Monday,20,4.59,0.68,411.37
2023-01-25,P6,Tablet,476.76,5,Wednesday,10,4.56,0.75,449.55
2024-04-01,P6,Tablet,470.24,5,Monday,10,4.59,0.72,499.37
2023-06-11,P6,Tablet,495.05,5,Sunday,10,4.93,0.92,516.28
2024-07-10,P6,Tablet,483.87,5,Wednesday,10,3.85,0.33,509.11
2024-08-02,P6,Tablet,452.2,5,Friday,15,3.55,0.08,465.61
2024-02-21,P6,Tablet,511.35,5,Wednesday,5,3.77,0.16,536.32
2023-07-15,P6,Tablet,520.27,5,Saturday,5,4.35,0.64,515.02
2023-10-01,P6,Tablet,487.98,5,Sunday,10,3.75,0.16,477.81
2024-03-14,P6,Tablet,490.96,5,Thursday,10,4.91,1.0,472.68
2023-04-20,P6,Tablet,492.04,5,Thursday,5,4.28,0.61,512.66
2024-12-20,P6,Tablet,459.79,5,Friday,15,3.52,-0.0,452.14
2024-02-24,P6,Tablet,422.33,5,Saturday,20,4.55,0.79,422.73
2023-04-03,P6,Tablet,438.82,5,Monday,20,4.53,0.65,417.74
2024-10-21,P6,Tablet,451.11,5,Monday,15,3.7,0.11,479.6
2023-08-23,P6,Tablet,494.86,5,Wednesday,5,4.12,0.38,521.7
2024-02-17,P6,Tablet,498.45,5,Saturday,5,3.72,0.08,474.46
2023-07-13,P6,Tablet,542.23,5,Thursday,0,4.45,0.55,546.13
2024-05-09,P6,Tablet,500.97,5,Thursday,5,3.83,0.24,500.57
2024-07-24,P6,Tablet,540.52,5,Wednesday,0,4.39,0.65,513.91
2023-04-16,P6,Tablet,471.14,5,Sunday,10,4.55,0.65,458.5
2024-08-30,P6,Tablet,510.69,5,Friday,5,4.72,0.9,485.0
2023-05-12,P6,Tablet,541.41,5,Friday,0,4.52,0.64,530.22
2024-01-28,P6,Tablet,479.92,5,Sunday,10,4.21,0.57,505.64
2024-12-04,P6,Tablet,459.39,5,Wednesday,15,3.79,0.27,459.42
2024-11-13,P6,Tablet,440.66,5,Wednesday,20,4.84,0.88,417.74
2023-02-15,P6,Tablet,441.61,5,Wednesday,15,4.7,0.73,425.83
2024-02-02,P6,Tablet,418.83,5,Friday,20,3.83,0.2,401.17
2023-11-30,P6,Tablet,465.67,5,Thursday,10,4.89,1.0,482.49
2023-06-24,P6,Tablet,422.23,5,Saturday,20,4.83,0.82,446.05
2024-05-30,P6,Tablet,519.4,5,Thursday,0,4.72,0.91,506.31
2024-03-09,P6,Tablet,439.29,5,Saturday,15,4.01,0.34,447.84
2024-11-12,P6,Tablet,537.92,5,Tuesday,0,4.76,0.92,518.38
2023-08-10,P6,Tablet,436.45,5,Thursday,20,4.79,0.93,420.91
2023-02-10,P6,Tablet,419.27,5,Friday,20,4.23,0.48,390.39
2023-02-22,P6,Tablet,462.95,5,Wednesday,15,3.89,0.19,488.63
2023-11-05,P6,Tablet,543.6,5,Sunday,0,4.67,0.82,524.1
2023-04-04,P6,Tablet,487.92,5,Tuesday,10,4.76,0.79,493.04
2024-08-27,P6,Tablet,469.43,5,Tuesday,10,4.91,0.85,490.34
2023-02-28,P6,Tablet,507.22,5,Tuesday,5,4.24,0.49,516.12
2023-12-01,P6,Tablet,439.13,5,Friday,15,4.33,0.56,409.37
2023-06-30,P6,Tablet,534.16,5,Friday,0,3.76,0.16,547.23
2024-04-02,P6,Tablet,483.02,5,Tuesday,10,3.61,0.01,460.32
2023-04-15,P6,Tablet,513.02,5,Saturday,5,4.1,0.48,497.92
2024-08-26,P6,Tablet,446.25,5,Monday,15,4.5,0.75,452.1
2024-12-20,P6,Tablet,493.58,5,Friday,5,4.12,0.5,501.27
2023-11-23,P6,Tablet,500.15,5,Thursday,5,4.22,0.49,476.19
2024-05-14,P6,Tablet,525.64,5,Tuesday,0,4.19,0.5,524.68
2024-05-04,P6,Tablet,456.19,5,Saturday,15,4.62,0.82,462.53
2024-06-02,P6,Tablet,542.84,5,Sunday,0,3.89,0.18,537.87
2024-04-10,P6,Tablet,438.23,5,Wednesday,20,4.43,0.57,424.21
2024-05-27,P6,Tablet,468.41,5,Monday,10,4.5,0.61,457.24
2024-10-08,P6,Tablet,441.78,5,Tuesday,20,4.77,0.89,413.0
2023-10-19,P6,Tablet,490.63,5,Thursday,10,4.51,0.58,503.44
2024-08-21,P6,Tablet,520.83,5,Wednesday,5,4.67,0.76,518.09
2023-12-31,P6,Tablet,474.98,5,Sunday,10,4.24,0.58,487.94
2023-04-01,P6,Tablet,457.38,5,Saturday,15,3.73,0.22,461.69
2024-01-21,P6,Tablet,501.63,5,Sunday,5,4.08,0.34,505.08
2024-07-21,P6,Tablet,515.01,5,Sunday,5,3.83,0.28,521.58
2023-03-25,P6,Tablet,475.12,5,Saturday,10,3.53,-0.04,452.11
2024-06-13,P6,Tablet,491.01,5,Thursday,10,4.79,0.78,470.38
2024-02-14,P6,Tablet,463.81,5,Wednesday,15,4.82,0.96,474.42
2024-06-15,P6,Tablet,457.49,5,Saturday,15,3.61,0.09,479.92
2024-04-02,P6,Tablet,544.41,5,Tuesday,0,3.66,0.18,519.26
2024-07-12,P6,Tablet,500.14,5,Friday,5,4.84,0.93,514.43
2024-11-02,P6,Tablet,439.86,7,Saturday,20,4.27,0.61,444.54
2023-11-10,P6,Tablet,431.55,5,Friday,20,3.96,0.34,404.08
2024-06-19,P6,Tablet,458.81,5,Wednesday,15,3.82,0.18,458.75
2023-08-23,P6,Tablet,506.4,5,Wednesday,5,4.22,0.4,500.94
2024-09-21,P6,Tablet,495.45,5,Saturday,5,3.97,0.33,483.26
2024-10-17,P6,Tablet,435.46,5,Thursday,20,4.23,0.5,444.3
2023-12-09,P6,Tablet,507.3,5,Saturday,5,4.52,0.72,487.67
2024-05-18,P6,Tablet,458.31,5,Saturday,15,3.76,0.24,464.12
2023-01-27,P6,Tablet,543.37,5,Friday,0,4.99,1.09,564.06
2023-05-07,P6,Tablet,444.53,5,Sunday,15,4.24,0.56,432.08
2024-12-26,P6,Tablet,526.04,5,Thursday,0,4.44,0.69,497.48
2024-06-15,P6,Tablet,532.92,5,Saturday,0,3.8,0.21,558.57
2024-10-13,P6,Tablet,448.62,5,Sunday,15,3.72,0.11,436.08
2023-12-02,P6,Tablet,487.71,5,Saturday,10,4.62,0.78,509.69
2023-08-09,P6,Tablet,528.87,5,Wednesday,0,3.57,-0.01,515.69
2023-11-13,P6,Tablet,470.29,5,Monday,10,3.97,0.24,462.26
2024-03-26,P6,Tablet,517.61,5,Tuesday,5,3.89,0.23,524.8
2024-01-04,P6,Tablet,495.45,5,Thursday,5,3.91,0.21,487.42
2024-02-24,P6,Tablet,468.02,5,Saturday,10,3.75,0.17,456.05
2023-03-03,P6,Tablet,503.61,5,Friday,5,4.64,0.73,526.28
2024-06-09,P6,Tablet,502.66,5,Sunday,5,3.76,0.23,509.98
2024-12-22,P6,Tablet,488.89,5,Sunday,10,4.17,0.42,495.84
2023-11-23,P6,Tablet,462.92,5,Thursday,15,3.99,0.32,490.14
2024-01-10,P6,Tablet,492.13,5,Wednesday,10,3.66,0.08,491.75
2024-03-20,P6,Tablet,519.74,5,Wednesday,0,4.99,1.08,530.98
2024-01-29,P6,Tablet,467.08,5,Monday,10,4.95,1.04,479.52
2024-07-18,P6,Tablet,418.38,5,Thursday,20,3.9,0.35,435.98
2024-12-10,P6,Tablet,526.68,5,Tuesday,0,4.21,0.43,525.88
2023-10-12,P6,Tablet,538.03,5,Thursday,0,4.05,0.32,510.45
2024-09-29,P6,Tablet,422.55,5,Sunday,20,4.4,0.68,436.28
2024-01-23,P6,Tablet,476.14,5,Tuesday,10,4.15,0.33,468.64
2024-03-03,P6,Tablet,507.1,5,Sunday,5,4.67,0.73,486.11
2024-07-23,P6,Tablet,466.33,5,Tuesday,10,3.99,0.29,444.83
2023-04-19,P6,Tablet,543.93,5,Wednesday,0,3.69,0.15,525.53
2023-07-12,P6,Tablet,485.68,5,Wednesday,10,3.61,0.07,473.02
2023-07-16,P6,Tablet,434.01,19,Sunday,20,4.76,0.82,448.49
2024-01-15,P6,Tablet,543.17,5,Monday,0,3.64,0.06,548.06
2024-07-16,P6,Tablet,485.98,5,Tuesday,10,4.23,0.53,462.67
2024-04-15,P6,Tablet,424.62,5,Monday,20,3.7,0.15,395.03
2023-12-06,P6,Tablet,448.65,5,Wednesday,15,4.66,0.7,454.11
2023-03-20,P6,Tablet,478.79,5,Monday,10,4.48,0.57,480.5
2023-11-19,P6,Tablet,460.88,5,Sunday,15,4.11,0.36,444.27
2024-03-11,P6,Tablet,454.97,5,Monday,15,3.82,0.25,474.68
2024-04-26,P6,Tablet,494.25,5,Friday,5,4.64,0.72,509.4
2024-11-25,P6,Tablet,499.12,5,Monday,5,3.94,0.24,495.53
2023-12-17,P6,Tablet,492.29,5,Sunday,10,3.51,0.01,482.8
2024-10-27,P6,Tablet,439.69,5,Sunday,15,4.3,0.57,439.06
